1991-12-1	cs/9301115	Context-free multilanguages	cs.DS
1992-7-1	cs/9301116	The problem of compatible representatives	cs.DS math.CO
1996-7-19	quant-ph/9607014	A Quantum Algorithm for Finding the Minimum	quant-ph cs.DS
1996-8-22	cs/9608105	Shellsort with three increments	cs.DS
1996-10-31	math/9610221	Extensions and Corrections for: ``A Convex Geometric Approach to  Counting the Roots of a Polynomial System''	math.AG cs.DS
1997-2-8	math/9702221	Some New Applications of Toric Geometry	math.AG cs.DS
1997-2-8	math/9702222	Toric Generalized Characteristic Polynomials	math.AG cs.DS
1997-3-7	quant-ph/9703009	Reversible Simulation of Irreversible Computation by Pebble Games	quant-ph cs.CC cs.DS
1997-3-14	quant-ph/9703022	Reversibility and Adiabatic Computation: Trading Time and Space for  Energy	quant-ph cs.CC cs.CE cs.DS
1997-4-9	math/9704218	A simple polynomial time algorithm to approximate the permanent within a  simply exponential factor	math.RA cs.DS
1998-1-15	cs/9801103	Linear probing and graphs	cs.DS
1998-9-9	cs/9809012	A Fully Polynomial Randomized Approximation Scheme for the All Terminal  Network Reliability Problem	cs.DS
1998-9-24	cs/9809064	Approximation Algorithms for PSPACE-Hard Hierarchically and Periodically  Specified Problems	cs.CC cs.DS
1998-9-25	cs/9809103	Bicriteria Network Design Problems	cs.CC cs.DS
1998-9-30	cs/9809122	Practical algorithms for on-line sampling	cs.LG cs.DS
1998-10-9	cs/9810009	Object-Oriented Design of Graph Oriented Data Structures	cs.SE cs.CG cs.DS
1998-10-27	cond-mat/9810347	An exact representation of the fermion dynamics in terms of Poisson  processes and its connection with Monte Carlo algorithms	cond-mat cs.DS hep-lat math-ph math.MP quant-ph
1998-11-12	cs/9811019	Locked and Unlocked Polygonal Chains in 3D	cs.CG cs.DS cs.RO
1998-12-9	cs/9812007	Minimum Cuts in Near-Linear Time	cs.DS
1998-12-9	cs/9812008	Approximate Graph Coloring by Semidefinite Programming	cs.DS
1999-1-13	cs/9901004	On the geometry of similarity search: dimensionality curse and  concentration of measure	cs.IR cs.CG cs.DB cs.DS
1999-1-21	cs/9901010	Average-Case Complexity of Shellsort	cs.DS cs.CC
1999-2-3	cs/9902005	Mutual Search	cs.DS cs.CC cs.DB cs.DC cs.DM cs.IR
1999-2-3	cs/9902006	A Discipline of Evolutionary Programming	cs.NE cs.AI cs.CC cs.DS cs.LG cs.MA
1999-2-14	quant-ph/9902053	A better lower bound for quantum algorithms searching an ordered list	quant-ph cs.CC cs.DS
1999-3-11	cs/9903009	Space-Efficient Routing Tables for Almost All Networks and the  Incompressibility Method	cs.DC cs.AR cs.CC cs.DS cs.NI
1999-3-12	cs/9903010	A class of problems of NP to be worth to search an efficient solving  algorithm	cs.DS
1999-3-12	cs/9903011	A complete anytime algorithm for balanced number partitioning	cs.DS cond-mat.dis-nn cs.AI
1999-3-17	cs/9903012	Formalization of the class of problems solvable by a nondeterministic  Turing machine	cs.DS cs.CC
1999-3-31	cs/9903020	Tiling with bars under tomographic constraints	cs.DS cs.CC
1999-4-7	cs/9904002	A geometric framework for modelling similarity search	cs.IR cs.DB cs.DS
1999-6-5	cs/9906008	A Lower Bound on the Average-Case Complexity of Shellsort	cs.CC cs.DS
1999-6-22	cs/9906018	Reconstructing Polyatomic Structures from Discrete X-Rays:  NP-Completeness Proof for Three Atoms	cs.DS cs.CC
1999-6-22	cs/9906021	Reconstructing hv-Convex Polyominoes from Orthogonal Projections	cs.DS
1999-6-23	cs/9906024	A decision procedure for well-formed linear quantum cellular automata	cs.DS cs.CC quant-ph
1999-7-3	cs/9907001	Setting Parameters by Example	cs.DS cs.CG
1999-7-8	cs/9907011	Reducing Randomness via Irrational Numbers	cs.DS cs.DM
1999-7-10	cs/9907015	Linear-Time Approximation Algorithms for Computing Numerical Summation  with Provably Small Errors	cs.DS cs.NA
1999-10-14	cs/9910013	Map Graphs	cs.DM cs.DS
1999-11-10	cs/9911003	Subgraph Isomorphism in Planar Graphs and Related Problems	cs.DS
1999-12-2	cs/9912001	The phase transition in random Horn satisfiability and its algorithmic  implications	cs.DS cs.CC
1999-12-22	cs/9912014	Fast Hierarchical Clustering and Other Applications of Dynamic Closest  Pairs	cs.DS
1999-12-30	cs/9912020	Additive models in high dimensions	cs.DS
2000-2-9	cs/0002005	Fully Sequential and Distributed Dynamic Algorithms for Minimum Spanning  Trees	cs.DC cs.DS
2000-3-22	cs/0003072	MOO: A Methodology for Online Optimization through Mining the Offline  Optimum	cs.DS cs.LG
2000-3-25	cs/0003078	About the finding of independent vertices of a graph	cs.DS
2000-4-18	cs/0004007	Deciding first-order properties of locally tree-decomposable structures	cs.DS cs.CC cs.DB
2000-5-5	cs/0005005	Connectivity Compression for Irregular Quadrilateral Meshes	cs.GR cs.CG cs.DS
2000-5-8	cs/0005009	PSPACE Reasoning for Graded Modal Logics	cs.LO cs.AI cs.CC cs.DS
2000-5-24	math/0005235	Smoothness and decay properties of the limiting Quicksort density  function	math.PR cs.DS
2000-5-24	math/0005236	A characterization of the set of fixed points of the Quicksort  transformation	math.PR cs.DS
2000-5-24	math/0005237	Perfect simulation from the Quicksort limit distribution	math.PR cs.DS
2000-5-27	cs/0005027	A Bayesian Reflection on Surfaces	cs.CV cs.DS cs.LG math.PR nlin.AO physics.data-an
2000-5-31	cs/0005032	Computational Complexity and Phase Transitions	cs.CC cs.DS
2000-6-18	cs/0006029	Systematic Performance Evaluation of Multipoint Protocols	cs.NI cs.DS
2000-6-29	cs/0006040	Correlation over Decomposed Signals: A Non-Linear Approach to Fast and  Effective Sequences Comparison	cs.CV cs.DS q-bio
2000-7-1	cs/0006046	3-Coloring in Time O(1.3289^n)	cs.DS
2000-7-5	cs/0007005	Systematic Testing of Multicast Routing Protocols: Analysis of Forward  and Backward Search Techniques	cs.NI cs.DS
2000-7-6	cs/0007006	DISCO: An object-oriented system for music composition and sound design	cs.SD cs.DS cs.SE
2000-7-19	cs/0007029	Dimension-Dependent behavior in the satisfability of random k-Horn  formulae	cs.DS
2000-7-31	cs/0007043	Min-Max Fine Heaps	cs.DS
2000-8-2	cs/0008002	Structure of some sand pile model	cs.DM cond-mat.stat-mech cs.DS math.CO
2000-8-17	cs/0008011	All Pairs Shortest Paths using Bridging Sets and Rectangular Matrix  Multiplication	cs.DS
2000-9-14	cs/0009005	Fast Approximation of Centrality	cs.DS cond-mat.dis-nn cs.SI
2000-9-14	cs/0009006	Improved Algorithms for 3-Coloring, 3-Edge-Coloring, and Constraint  Satisfaction	cs.DS
2000-9-18	cs/0009010	Computing Crossing Numbers in Quadratic Time	cs.DS cs.DM
2000-10-3	cs/0010007	Towards a Theory of Cache-Efficient Algorithms	cs.AR cs.DS
2000-10-16	cs/0010022	Noise-Tolerant Learning, the Parity Problem, and the Statistical Query  Model	cs.LG cs.AI cs.DS
2000-10-16	cs/0010023	Oracle Complexity and Nontransitivity in Pattern Recognition	cs.CC cs.AI cs.CV cs.DS
2000-10-25	cs/0010031	Opportunity Cost Algorithms for Combinatorial Auctions	cs.CE cs.DS
2000-10-27	cs/0010033	A Formal Framework for Linguistic Annotation (revised version)	cs.CL cs.DB cs.DS
2000-11-7	cs/0011009	Small Maximal Independent Sets and Faster Exact Graph Coloring	cs.DS math.CO
2000-11-12	cs/0011015	A Decomposition Theorem for Maximum Weight Bipartite Matchings	cs.DS cs.DM
2000-11-15	cs/0011018	Optimal Buy-and-Hold Strategies for Financial Markets with Bounded Daily  Returns	cs.CE cs.DS
2000-11-15	cs/0011047	Dancing links	cs.DS
2000-11-17	cs/0011019	A Moment of Perfect Clarity II: Consequences of Sparse Sets Hard for NP  with Respect to Weak Reductions	cs.CC cs.DS
2000-11-17	cs/0011023	Optimal Bidding Algorithms Against Cheating in Multiple-Object Auctions	cs.CE cs.DS
2000-11-23	cs/0011038	Provably Fast and Accurate Recovery of Evolutionary Trees through  Harmonic Greedy Triplets	cs.DS cs.LG
2000-12-1	cs/0011045	Index Assignment for Multichannel Communication under Failure	cs.DS cs.DM
2000-12-1	cs/0011046	Available Stabilizing Heaps	cs.DC cs.DS
2000-12-2	cs/0012001	Available and Stabilizing 2-3 Trees	cs.DC cs.DS
2000-12-3	cs/0012002	Random Shuffling to Reduce Disorder in Adaptive Sorting Scheme	cs.DS
2000-12-6	math/0012036	Hamilton Circuits in Graphs and Directed Graphs	math.CO cs.DS
2001-1-6	cs/0101004	Decomposing Finite Abelian Groups	cs.DS quant-ph
2001-1-14	cs/0101010	An Even Faster and More Unifying Algorithm for Comparing Trees via  Unbalanced Bipartite Matchings	cs.CV cs.DS
2001-1-15	cs/0101011	Multiple-Size Divide-and-Conquer Recurrences	cs.GL cs.DS
2001-1-17	cs/0101014	On the problem of computing the well-founded semantics	cs.LO cs.AI cs.DS
2001-1-18	cs/0101016	A Dynamic Programming Approach to De Novo Peptide Sequencing via Tandem  Mass Spectrometry	cs.CE cs.DS
2001-1-23	cs/0101021	A Fast General Methodology for Information-Theoretically Optimal  Encodings of Graphs	cs.DS cs.GR
2001-1-23	cs/0101024	On-Line Difference Maximization	cs.DS cs.DM
2001-1-26	cs/0101028	Optimal Constructions of Hybrid Algorithms	cs.DM cs.DS
2001-1-27	cs/0101030	Tree Contractions and Evolutionary Trees	cs.CE cs.DS
2001-1-27	cs/0101031	Cavity Matchings, Label Compressions, and Unrooted Evolutionary Trees	cs.CE cs.DS
2001-1-27	cs/0101032	Total Protection of Analytic Invariant Information in Cross Tabulated  Tables	cs.CR cs.DM cs.DS
2001-1-27	cs/0101033	Linear-Time Succinct Encodings of Planar Graphs via Canonical Orderings	cs.DS cs.GR
2001-1-27	cs/0101034	Data Security Equals Graph Connectivity	cs.CR cs.DB cs.DS
2001-1-30	quant-ph/0101133	Time and Space Bounds for Reversible Simulation	quant-ph cs.CC cs.DS
2001-2-8	cs/0102005	Compact Encodings of Planar Graphs via Canonical Orderings and Multiple  Parentheses	cs.DS cs.DM
2001-2-8	cs/0102006	Orderly Spanning Trees with Applications	cs.DS cs.DM
2001-2-10	cs/0102007	Common-Face Embeddings of Planar Graphs	cs.DS cs.DM
2001-2-10	cs/0102008	Optimal Bid Sequences for Multiple-Object Auctions with Unequal Budgets	cs.CE cs.DM cs.DS
2001-2-10	cs/0102009	Optimal Augmentation for Bipartite Componentwise Biconnectivity in  Linear Time	cs.DS cs.DM
2001-2-10	cs/0102010	The Enhanced Double Digest Problem for DNA Physical Mapping	cs.CE cs.DM cs.DS
2001-3-2	cs/0103001	Construction of an algorithm in parallel for the Fast Fourier Transform	cs.DC cs.DS
2001-3-27	cs/0103018	The Existential Theory of Equations with Rational Constraints in Free  Groups is PSPACE-Complete	cs.DS cs.LO
2001-3-29	cs/0103023	A Dualheap Selection Algorithm - A Call for Analysis	cs.DS cs.DC
2001-3-29	cs/0103024	Notes on computing peaks in k-levels and parametric spanning trees	cs.CG cs.DS
2001-3-31	cs/0104001	Mantaining Dynamic Matrices for Fully Dynamic Transitive Closure	cs.DS cs.DM
2001-4-4	cs/0104009	Evaluating Recommendation Algorithms by Graph Analysis	cs.IR cs.DM cs.DS
2001-4-18	cs/0104016	The Gibbs Representation of 3D Rotations	cs.DS cs.CG
2001-5-14	cs/0105024	Constraint Propagation in Presence of Arrays	cs.PL cs.DS
2001-5-19	cs/0105028	When being Weak is Brave: Privacy in Recommender Systems	cs.CR cs.DS
2001-5-21	cs/0105029	Coloring k-colorable graphs using relatively small palettes	cs.DS cs.CC cs.DM
2001-6-11	cs/0106019	Playing Games with Algorithms: Algorithmic Combinatorial Game Theory	cs.CC cs.DM cs.DS math.CO
2001-6-12	cs/0106029	Building Views with Description Logics in ADE: Application Development  Environment	cs.LO cs.DB cs.DS
2001-7-4	cs/0107007	The Risk Profile Problem for Stock Portfolio Optimization	cs.CE cs.DM cs.DS
2001-7-5	cs/0107010	Algorithms for Boolean Function Query Properties	cs.CC cs.DS
2001-7-7	cs/0107011	Distributed Broadcast in Wireless Networks with Unknown Topology	cs.DS cs.DM
2001-7-21	cs/0107031	The Complexity of Clickomania	cs.CC cs.DM cs.DS
2001-9-18	cond-mat/0109313	Extreme Value Statistics and Traveling Fronts: An Application to  Computer Science	cond-mat.stat-mech cond-mat.dis-nn cs.DS
2001-9-18	cs/0109027	Routing Permutations in Partitioned Optical Passive Star Networks	cs.DC cs.DS
2001-10-3	cs/0110011	The Minimum Expectation Selection Problem	cs.DS math.PR
2001-10-18	cs/0110038	Counting is Easy	cs.CC cs.DS
2001-11-9	cs/0111022	Distributed Computing for Localized and Multilayer Visualizations	cs.DC cs.DS
2001-11-9	cs/0111026	Next Generation EPICS Interface to Abstract Data	cs.NI cs.DS
2001-11-13	cs/0111036	Data Access - Experiences Implementing an Object Oriented Library on  Various Platforms	cs.SE cs.DS
2001-11-14	cs/0111038	Arc consistency for soft constraints	cs.AI cs.CC cs.DS
2001-11-20	cs/0111050	Smoothed Analysis of Algorithms: Why the Simplex Algorithm Usually Takes  Polynomial Time	cs.DS
2001-11-20	cs/0111051	Predicting RNA Secondary Structures with Arbitrary Pseudoknots by  Maximizing the Number of Stacking Pairs	cs.CE cs.DS q-bio
2001-11-30	math/0111309	The Floyd-Warshall Algorithm, the AP and the TSP	math.CO cs.DS
2001-12-6	math/0112052	The Floyd-Warshall Algorithm, the AP and the TSP, Part II	math.CO cs.DS
2001-12-10	cs/0112010	A Straightforward Approach to Morphological Analysis and Synthesis	cs.CL cs.DS
2001-12-16	cs/0112018	Fast Context-Free Grammar Parsing Requires Fast Boolean Matrix  Multiplication	cs.CL cs.DS
2001-12-21	cs/0112022	Faster Algorithm of String Comparison	cs.DS
2002-1-5	cs/0201002	Incremental Construction of Compact Acyclic NFAs	cs.DS cs.CL
2002-1-11	cs/0201007	Algorithm for generating orthogonal matrices with rational elements	cs.MS cs.DS
2002-1-12	cs/0201008	Using Tree Automata and Regular Expressions to Manipulate Hierarchically  Structured Data	cs.CL cs.DS
2002-1-17	cs/0201014	The Dynamics of AdaBoost Weights Tells You What's Hard to Classify	cs.LG cs.DS
2002-2-7	cs/0202005	Secure History Preservation Through Timeline Entanglement	cs.DC cs.CR cs.DB cs.DS
2002-3-1	cs/0202039	Generalized Cores	cs.DS cs.DM
2002-3-14	cs/0203018	Improving Table Compression with Combinatorial Optimization	cs.DS
2002-4-5	cs/0204009	New Results on Monotone Dualization and Generating Hypergraph  Transversals	cs.DS cs.CC
2002-4-10	cs/0204019	Fast Universalization of Investment Strategies with Provably Good  Relative Returns	cs.CE cs.DS
2002-4-11	cs/0204024	The Geometric Maximum Traveling Salesman Problem	cs.DS cs.CC
2002-4-15	cs/0204033	Randomized selection revisited	cs.DS
2002-4-23	cs/0204046	Optimal Aggregation Algorithms for Middleware	cs.DB cs.DS
2002-5-2	cond-mat/0205034	Phase Transition in a Random Fragmentation Problem with Applications to  Computer Science	cond-mat.stat-mech cond-mat.dis-nn cs.DS math.PR
2002-5-9	cs/0205007	On-Line Paging against Adversarially Biased Random Inputs	cs.DS cs.CC
2002-5-10	cs/0205008	Improved Bicriteria Existence Theorems for Scheduling	cs.DS cs.CC
2002-5-10	cs/0205010	Approximate Data Structures with Applications	cs.DS cs.CC
2002-5-10	cs/0205011	On Strongly Connected Digraphs with Bounded Cycle Length	cs.DS cs.CC
2002-5-10	cs/0205012	Polynomial-Time Approximation Scheme for Data Broadcast	cs.DS cs.CC
2002-5-13	cs/0205016	From Alife Agents to a Kingdom of N Queens	cs.AI cs.DS cs.MA
2002-5-16	cond-mat/0205336	Exact Solution of a Drop-push Model for Percolation	cond-mat.stat-mech cs.DS math.PR
2002-5-16	cs/0205024	A (non)static 0-order statistical model and its implementation for  compressing virtually uncompressible data	cs.DS cs.DM
2002-5-18	cs/0205029	A Codebook Generation Algorithm for Document Image Compression	cs.DS
2002-5-18	cs/0205030	Approximation Algorithms for Covering/Packing Integer Programs	cs.DS cs.DM
2002-5-18	cs/0205032	On-Line End-to-End Congestion Control	cs.DS cs.CC cs.NI
2002-5-18	cs/0205033	On-Line File Caching	cs.DS cs.CC cs.NI
2002-5-18	cs/0205034	Data-Collection for the Sloan Digital Sky Survey: a Network-Flow  Heuristic	cs.DS cs.CE
2002-5-18	cs/0205036	Randomized Rounding without Solving the Linear Program	cs.DS cs.DM
2002-5-18	cs/0205037	A Primal-Dual Parallel Approximation Technique Applied to Weighted Set  and Vertex Cover	cs.DS cs.DC
2002-5-18	cs/0205038	Competitive Paging Algorithms	cs.DS cs.NI
2002-5-19	cs/0205039	Sequential and Parallel Algorithms for Mixed Packing and Covering	cs.DS
2002-5-19	cs/0205040	Approximating the Minimum Equivalent Digraph	cs.DS cs.DM
2002-5-19	cs/0205041	Faster Parametric Shortest Path and Minimum Balance Algorithms	cs.DS cs.DM
2002-5-19	cs/0205042	Orienting Graphs to Optimize Reachability	cs.DS cs.DM
2002-5-19	cs/0205043	Low-Degree Spanning Trees of Small Weight	cs.DS cs.DM
2002-5-19	cs/0205044	The K-Server Dual and Loose Competitiveness for Paging	cs.DS cs.NI
2002-5-19	cs/0205045	Balancing Minimum Spanning and Shortest Path Trees	cs.DS cs.DM
2002-5-19	cs/0205046	On the Number of Iterations for Dantzig-Wolfe Optimization and  Packing-Covering Approximation Algorithms	cs.DS cs.CC
2002-5-19	cs/0205047	K-Medians, Facility Location, and the Chernoff-Wald Bound	cs.DS cs.DM
2002-5-19	cs/0205048	Huffman Coding with Letter Costs: A Linear-Time Approximation Scheme	cs.DS
2002-5-19	cs/0205049	Prefix Codes: Equiprobable Words, Unequal Letter Costs	cs.DS
2002-5-19	cs/0205050	A Network-Flow Technique for Finding Low-Weight Bounded-Degree Spanning  Trees	cs.DS cs.DM
2002-5-19	cs/0205051	Rounding Algorithms for a Geometric Embedding of Minimum Multiway Cut	cs.DS cs.DM
2002-5-24	cs/0205061	Aging, double helix and small world property in genetic algorithms	cs.NE cs.DS physics.data-an
2002-5-30	cs/0205077	Designing Multi-Commodity Flow Trees	cs.DS cs.DM
2002-6-4	cs/0206009	Implementation and complexity of the watershed-from-markers algorithm  computed as a minimal cost forest	cs.DS cs.CG
2002-6-8	cs/0206012	Fast Deterministic Consensus in a Noisy Environment	cs.DS cs.DC
2002-6-24	cs/0206033	Algorithms for Media	cs.DS
2002-7-3	cs/0207004	Optimally cutting a surface into a disk	cs.CG cs.DS cs.GR
2002-7-3	cs/0207009	Computing Elementary Symmetric Polynomials with a Sublinear Number of  Multiplications	cs.CC cs.DM cs.DS
2002-7-5	cs/0207013	A Compact Graph Model of Handwritten Images: Integration into  Authentification and Recognition	cs.HC cs.DS
2002-7-8	cs/0207024	On Concise Encodings of Preferred Extensions	cs.AI cs.CC cs.DS
2002-7-8	cs/0207026	Linear-Time Algorithms for Computing Maximum-Density Sequence Segments  with Bioinformatics Applications	cs.DS cs.DM
2002-7-9	cs/0207028	Greedy Facility Location Algorithms Analyzed using Dual Fitting with  Factor-Revealing LP	cs.DS cs.GT
2002-7-15	math/0207121	The Shannon-McMillan Theorem for Ergodic Quantum Lattice Systems	math.DS cs.DS cs.IT math-ph math.IT math.MP math.OA quant-ph
2002-7-16	cs/0207061	Linear-Time Pointer-Machine Algorithms for Path-Evaluation Problems on  Trees and Graphs	cs.DS
2002-7-17	cs/0207066	Polynomial Time Data Reduction for Dominating Set	cs.DS
2002-7-22	cs/0207077	Libra: An Economy driven Job Scheduling System for Clusters	cs.DC cs.DS
2002-7-23	cs/0207078	Randomized Approximation Schemes for Cuts and Flows in Capacitated  Graphs	cs.DS cs.DM
2002-7-25	cs/0207082	Dynamic Generators of Topologically Embedded Graphs	cs.DS
2002-8-4	cs/0208004	Detecting Race Conditions in Parallel Programs that Use Semaphores	cs.DS cs.DC
2002-8-8	cs/0208015	Spatial Clustering of Galaxies in Large Datasets	cs.DB cs.DS
2002-9-7	cs/0209014	Randomized protocols for asynchronous consensus	cs.DS cs.DC
2002-9-11	cs/0209016	Sorting with a forklift	cs.DM cs.DS math.CO
2002-9-24	math/0209316	Cycle and Circle Tests of Balance in Gain Graphs: Forbidden Minors and  Their Groups	math.CO cs.DM cs.DS
2002-9-30	cs/0209033	Preemptive Scheduling of Equal-Length Jobs to Maximize Weighted  Throughput	cs.DS
2002-10-1	cs/0210003	On the Reflexivity of Point Sets	cs.CG cs.DS
2002-10-4	math/0210052	Criteria for Balance in Abelian Gain Graphs, with Applications to  Piecewise-Linear Geometry	math.CO cs.CG cs.DM cs.DS math.AT
2002-10-9	cs/0210006	Dynamic Ordered Sets with Exponential Search Trees	cs.DS
2002-10-10	quant-ph/0210064	A Quantum Random Walk Search Algorithm	quant-ph cs.DS
2002-10-15	cs/0210013	On the Sum-of-Squares Algorithm for Bin Packing	cs.DS
2002-10-17	cs/0210016	Compact Floor-Planning via Orderly Spanning Trees	cs.DS cs.CG
2002-10-27	cs/0210024	The Lazy Bureaucrat Scheduling Problem	cs.DS cs.DM
2002-11-1	cs/0211001	Fast and Simple Computation of All Longest Common Subsequences	cs.DS
2002-11-11	cs/0211009	Improved Phylogeny Comparisons: Non-Shared Edges Nearest Neighbor  Interchanges, and Subtree Transfers	cs.DS
2002-11-12	cs/0211010	Efficient Tree Layout in a Multilevel Memory Hierarchy	cs.DS
2002-11-13	cs/0211013	Algorithmic scalability in globally constrained conservative parallel  discrete event simulations of asynchronous systems	cs.DC cond-mat.stat-mech cs.DS physics.comp-ph
2002-11-15	cs/0211018	Indexing schemes for similarity search: an illustrated paradigm	cs.DS
2002-11-15	cs/0211019	Schedulers for Rule-based Constraint Programming	cs.DS cs.PL
2002-11-20	math/0211317	On graph coloring check-digit method	math.CO cs.CR cs.DM cs.DS
2002-12-16	cs/0212044	Solving a "Hard" Problem to Approximate an "Easy" One: Heuristics for  Maximum Matchings and Maximum Traveling Salesman Problems	cs.DS
2002-12-19	cs/0212047	On local equilibrium equations for clustering states	cs.CC cond-mat.dis-nn cs.DS
2002-12-29	cs/0212054	Improved Compact Visibility Representation of Planar Graph via  Schnyder's Realizer	cs.DS cs.CG
2003-1-16	cs/0301015	Some remarks on the survey decimation algorithm for K-satisfiability	cs.CC cond-mat.dis-nn cs.DS
2003-1-22	cs/0301019	Smoothed Analysis of Interior-Point Algorithms: Termination	cs.DS
2003-1-22	cs/0301021	PHORMA: Perfectly Hashable Order Restricted Multidimensional Arrays	cs.DS
2003-1-29	cs/0301030	Bounds on the Number of Longest Common Subsequences	cs.DM cs.DS
2003-1-30	cs/0301034	Computing the Number of Longest Common Subsequences	cs.DS cs.DM
2003-2-1	cs/0301036	Algorithms using Java for Spreadsheet Dependent Cell Recomputation	cs.DS cs.DM
2003-2-4	cs/0302005	Barnacle: An Assembly Algorithm for Clone-based Sequences of Whole  Genomes	cs.DS cs.DM q-bio
2003-2-7	cs/0302009	Data Structure for a Time-Based Bandwidth Reservations Problem	cs.DS cs.NI
2003-2-10	cs/0302011	Smoothed Analysis of Interior-Point Algorithms: Condition Number	cs.DS cs.NA
2003-2-12	physics/0302034	Power and beauty of interval methods	physics.data-an cs.DS physics.gen-ph
2003-2-16	cs/0302022	Fault-tolerant routing in peer-to-peer systems	cs.DS cs.DC
2003-2-20	cs/0302030	The traveling salesman problem for cubic graphs	cs.DS
2003-2-26	math/0302315	Memory Efficient Arithmetic	math.NT cs.DS
2003-3-13	quant-ph/0303081	Quantum random walks - an introductory overview	quant-ph cs.DS
2003-3-18	cs/0303011	Lock-free dynamic hash tables with open addressing	cs.DC cs.DS
2003-3-22	cs/0303022	Probabilistic behavior of hash tables	cs.DS cs.DB
2003-4-2	cs/0304005	Quantum Computation and Lattice Problems	cs.DS
2003-4-11	cs/0304018	Quasiconvex Analysis of Backtracking Algorithms	cs.DS cs.CG math.CO
2003-5-3	cs/0305002	Hybrid Rounding Techniques for Knapsack Problems	cs.CC cs.DM cs.DS
2003-5-6	cond-mat/0305097	Traveling Front Solutions to Directed Diffusion Limited Aggregation,  Digital Search Trees and the Lempel-Ziv Data Compression Algorithm	cond-mat.stat-mech cs.DS
2003-5-9	cs/0305005	An In-Place Sorting with O(n log n) Comparisons and O(n) Moves	cs.DS cs.CC
2003-5-23	astro-ph/0305447	Fast n-point correlation functions and three-point lensing application	astro-ph cs.CC cs.DS
2003-6-5	cs/0306023	The Redesigned BaBar Event Store: Believe the Hype	cs.DB cs.DS
2003-6-5	cs/0306025	Permutation Generation: Two New Permutation Algorithms	cs.DS cs.CC
2003-6-11	cs/0306043	Skip Graphs	cs.DS cs.DC
2003-6-11	cs/0306044	Compositional competitiveness for distributed algorithms	cs.DS cs.DC
2003-6-11	cs/0306046	Compact Approximation of Lattice Functions with Applications to  Large-Alphabet Text Search	cs.DS
2003-6-17	cs/0306104	Efficient pebbling for list traversal synopses	cs.DS
2003-6-19	cs/0306113	Symbolic Parametric Analysis of Embedded Systems with BDD-like  Data-Structures	cs.DS cs.LO
2003-6-23	cs/0306122	The Best Trail Algorithm for Assisted Navigation of Web Sites	cs.DS cs.IR
2003-6-24	cs/0306123	Heuristic to reduce the complexity of complete bipartite graphs to  accelerate the search for maximum weighted matchings with small error	cs.DS
2003-7-3	cond-mat/0307058	Finite size scaling approach to dynamic storage allocation problem	cond-mat.stat-mech cs.DS
2003-7-3	cs/0307005	Optimal Adaptive Algorithms for Finding the Nearest and Farthest Point  on a Parametric Black-Box Curve	cs.CG cs.DS
2003-7-13	cs/0307034	Range Mode and Range Median Queries on Lists and Trees	cs.DS
2003-7-18	cs/0307043	An Extension of the Lovasz Local Lemma, and its Applications to Integer  Programming	cs.DS
2003-7-28	cs/0307062	Euclidean algorithms are Gaussian	cs.DS cs.CC
2003-8-2	cs/0308004	DPG: A Cache-Efficient Accelerator for Sorting and for Join Operators	cs.DB cs.DS
2003-8-4	cs/0308006	Higher-Dimensional Packing with Order Constraints	cs.DS cs.DM
2003-8-5	cs/0308011	Short Cycles Connectivity	cs.DS cs.DM
2003-8-23	cs/0308039	A new approach to relevancy in Internet searching - the "Vox Populi  Algorithm"	cs.DS cond-mat.dis-nn cs.IR
2003-8-24	cs/0308041	Static Data Structure for Discrete Advance Bandwidth Reservations on the  Internet	cs.DS
2003-8-29	cs/0308044	EqRank: A Self-Consistent Equivalence Relation on Graph Vertexes	cs.DS cs.DL
2003-9-6	cs/0309005	Indexing Schemes for Similarity Search In Datasets of Short Protein  Fragments	cs.DS q-bio.BM
2003-9-10	cs/0309014	Optimal Covering Tours with Turn Costs	cs.DS cs.CG
2003-9-11	cs/0309016	Using Simulated Annealing to Calculate the Trembles of Trembling Hand  Perfection	cs.GT cs.CC cs.DS cs.LG cs.NE q-bio.PE
2003-9-14	cs/0309023	Efficient Algorithms for Citation Network Analysis	cs.DL cs.DM cs.DS
2003-9-18	cs/0309033	Lower bounds for predecessor searching in the cell probe model	cs.CC cs.DS quant-ph
2003-9-18	math/0309285	An Algorithm for Optimal Partitioning of Data on an Interval	math.NA astro-ph cs.CE cs.DS cs.IT math.CO math.IT
2003-9-23	cs/0309043	Finding approximate palindromes in strings	cs.DS
2003-10-6	cs/0310003	The Wake Up and Report Problem is Time-Equivalent to the Firing Squad  Synchronization Problem	cs.DC cs.DS
2003-10-6	cs/0310004	Determination of the Topology of a Directed Network	cs.DC cs.DS
2003-10-11	cs/0310019	A hierarchical Algorithm to Solve the Shortest Path Problem in Valued  Graphs	cs.DS cs.DM
2003-10-12	cs/0310022	Smoothed Analysis of the Condition Numbers and Growth Factors of  Matrices	cs.NA cs.DS
2003-10-16	cs/0310027	On the continuous Fermat-Weber problem	cs.CG cs.DS
2003-10-16	cs/0310032	A combinatorial characterization of higher-dimensional orthogonal  packing	cs.DS cs.CG
2003-10-16	cs/0310034	Minimizing the stabbing number of matchings, trees, and triangulations	cs.CG cs.DS
2003-10-18	cs/0310036	Solving Sparse, Symmetric, Diagonally-Dominant Linear Systems in Time $O  (m^{1.31})$	cs.DS cs.NA
